is_active,level,created_at,id,updated_at,site,tags,tier,title,url
true,1,2025-06-18 09:46:33.693139,12,2025-06-18 09:46:33.693139,프로그래머스,"",Lv.1,유연근무제,https://school.programmers.co.kr/learn/courses/30/lessons/388351
true,1,2025-06-18 09:46:33.758213,13,2025-06-18 09:46:33.758213,프로그래머스,"",Lv.1,[PCCP 기출문제] 1번 / 동영상 재생기,https://school.programmers.co.kr/learn/courses/30/lessons/340213
true,2,2025-06-18 09:46:33.822472,14,2025-06-18 09:46:33.822472,프로그래머스,"",Lv.2,[PCCP 기출문제] 2번 / 퍼즐 게임 챌린지,https://school.programmers.co.kr/learn/courses/30/lessons/340212
true,2,2025-06-18 09:46:33.879129,15,2025-06-18 09:46:33.879129,프로그래머스,"",Lv.2,[PCCP 기출문제] 3번 / 충돌위험 찾기,https://school.programmers.co.kr/learn/courses/30/lessons/340211
true,3,2025-06-18 09:46:33.933217,16,2025-06-18 09:46:33.933217,프로그래머스,"",Lv.3,[PCCP 기출문제] 4번 / 수식 복원하기,https://school.programmers.co.kr/learn/courses/30/lessons/340210
true,0,2025-06-18 09:46:34.001410,17,2025-06-18 09:46:34.001410,프로그래머스,"",Lv.0,[PCCE 기출문제] 1번 / 문자 출력,https://school.programmers.co.kr/learn/courses/30/lessons/340207
true,0,2025-06-18 09:46:34.062272,18,2025-06-18 09:46:34.062272,프로그래머스,"",Lv.0,[PCCE 기출문제] 2번 / 각도 합치기,https://school.programmers.co.kr/learn/courses/30/lessons/340206
true,0,2025-06-18 09:46:34.113262,19,2025-06-18 09:46:34.113262,프로그래머스,"",Lv.0,[PCCE 기출문제] 3번 / 수 나누기,https://school.programmers.co.kr/learn/courses/30/lessons/340205
true,0,2025-06-18 09:46:34.181426,20,2025-06-18 09:46:34.181426,프로그래머스,"",Lv.0,[PCCE 기출문제] 4번 / 병과분류,https://school.programmers.co.kr/learn/courses/30/lessons/340204
true,0,2025-06-18 09:46:35.764847,21,2025-06-18 09:46:35.764847,프로그래머스,"",Lv.0,[PCCE 기출문제] 5번 / 심폐소생술,https://school.programmers.co.kr/learn/courses/30/lessons/340203
true,0,2025-06-18 09:46:35.839063,22,2025-06-18 09:46:35.839063,프로그래머스,"",Lv.0,[PCCE 기출문제] 6번 / 물 부족,https://school.programmers.co.kr/learn/courses/30/lessons/340202
true,0,2025-06-18 09:46:35.923198,23,2025-06-18 09:46:35.923198,프로그래머스,"",Lv.0,[PCCE 기출문제] 7번 / 버스,https://school.programmers.co.kr/learn/courses/30/lessons/340201
true,0,2025-06-18 09:46:36.001112,24,2025-06-18 09:46:36.001112,프로그래머스,"",Lv.0,[PCCE 기출문제] 8번 / 닉네임 규칙,https://school.programmers.co.kr/learn/courses/30/lessons/340200
true,1,2025-06-18 09:46:36.087243,25,2025-06-18 09:46:36.087243,프로그래머스,"",Lv.1,[PCCE 기출문제] 9번 / 지폐 접기,https://school.programmers.co.kr/learn/courses/30/lessons/340199
true,1,2025-06-18 09:46:36.173184,26,2025-06-18 09:46:36.173184,프로그래머스,"",Lv.1,[PCCE 기출문제] 10번 / 공원,https://school.programmers.co.kr/learn/courses/30/lessons/340198
true,5,2025-06-18 09:46:36.291067,27,2025-06-18 09:46:36.291067,프로그래머스,"",Lv.5,멸종위기의 대장균 찾기,https://school.programmers.co.kr/learn/courses/30/lessons/301651
true,4,2025-06-18 09:46:36.377246,28,2025-06-18 09:46:36.377246,프로그래머스,"",Lv.4,특정 세대의 대장균 찾기,https://school.programmers.co.kr/learn/courses/30/lessons/301650
true,3,2025-06-18 09:46:36.447909,29,2025-06-18 09:46:36.447909,프로그래머스,"",Lv.3,대장균의 크기에 따라 분류하기 2,https://school.programmers.co.kr/learn/courses/30/lessons/301649
true,2,2025-06-18 09:46:36.498029,30,2025-06-18 09:46:36.498029,프로그래머스,"",Lv.2,부모의 형질을 모두 가지는 대장균 찾기,https://school.programmers.co.kr/learn/courses/30/lessons/301647
true,1,2025-06-18 09:46:36.549449,31,2025-06-18 09:46:36.549449,프로그래머스,"",Lv.1,특정 형질을 가지는 대장균 찾기,https://school.programmers.co.kr/learn/courses/30/lessons/301646
true,2,2025-06-18 09:46:36.592471,32,2025-06-18 09:46:36.592471,프로그래머스,"",Lv.2,연도별 대장균 크기의 편차 구하기 ,https://school.programmers.co.kr/learn/courses/30/lessons/299310
true,2,2025-06-18 09:46:36.631588,33,2025-06-18 09:46:36.631588,프로그래머스,"",Lv.2,분기별 분화된 대장균의 개체 수 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/299308
true,3,2025-06-18 09:46:36.669057,34,2025-06-18 09:46:36.669057,프로그래머스,"",Lv.3,대장균의 크기에 따라 분류하기 1,https://school.programmers.co.kr/learn/courses/30/lessons/299307
true,3,2025-06-18 09:46:36.731443,35,2025-06-18 09:46:36.731443,프로그래머스,"",Lv.3,대장균들의 자식의 수 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/299305
true,3,2025-06-18 09:46:36.777872,36,2025-06-18 09:46:36.777872,프로그래머스,"",Lv.3,특정 조건을 만족하는 물고기별 수와 최대 길이 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/298519
true,2,2025-06-18 09:46:36.817288,37,2025-06-18 09:46:36.817288,프로그래머스,"",Lv.2,특정 물고기를 잡은 총 수 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/298518
true,1,2025-06-18 09:46:36.851515,38,2025-06-18 09:46:36.851515,프로그래머스,"",Lv.1,가장 큰 물고기 10마리 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/298517
true,1,2025-06-18 09:46:36.888504,39,2025-06-18 09:46:36.888504,프로그래머스,"",Lv.1,한 해에 잡은 물고기 수 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/298516
true,1,2025-06-18 09:46:36.928615,40,2025-06-18 09:46:36.928615,프로그래머스,"",Lv.1,잡은 물고기 중 가장 큰 물고기의 길이 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/298515
true,3,2025-06-18 09:46:38.173554,41,2025-06-18 09:46:38.173554,프로그래머스,"",Lv.3,물고기 종류 별 대어 찾기,https://school.programmers.co.kr/learn/courses/30/lessons/293261
true,2,2025-06-18 09:46:38.280198,42,2025-06-18 09:46:38.280198,프로그래머스,"",Lv.2,월별 잡은 물고기 수 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/293260
true,1,2025-06-18 09:46:38.456065,43,2025-06-18 09:46:38.456065,프로그래머스,"",Lv.1,잡은 물고기의 평균 길이 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/293259
true,1,2025-06-18 09:46:38.568253,44,2025-06-18 09:46:38.568253,프로그래머스,"",Lv.1,잔챙이 잡은 수 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/293258
true,2,2025-06-18 09:46:38.624536,45,2025-06-18 09:46:38.624536,프로그래머스,"",Lv.2,물고기 종류 별 잡은 수 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/293257
true,2,2025-06-18 09:46:38.684823,46,2025-06-18 09:46:38.684823,프로그래머스,"",Lv.2,노선별 평균 역 사이 거리 조회하기,https://school.programmers.co.kr/learn/courses/30/lessons/284531
true,2,2025-06-18 09:46:38.767952,47,2025-06-18 09:46:38.767952,프로그래머스,"",Lv.2,연도 별 평균 미세먼지 농도 조회하기,https://school.programmers.co.kr/learn/courses/30/lessons/284530
true,3,2025-06-18 09:46:38.836303,48,2025-06-18 09:46:38.836303,프로그래머스,"",Lv.3,부서별 평균 연봉 조회하기,https://school.programmers.co.kr/learn/courses/30/lessons/284529
true,4,2025-06-18 09:46:38.889510,49,2025-06-18 09:46:38.889510,프로그래머스,"",Lv.4,연간 평가점수에 해당하는 평가 등급 및 성과금 조회하기,https://school.programmers.co.kr/learn/courses/30/lessons/284528
true,2,2025-06-18 09:46:38.941604,50,2025-06-18 09:46:38.941604,프로그래머스,"",Lv.2,조건에 맞는 사원 정보 조회하기,https://school.programmers.co.kr/learn/courses/30/lessons/284527
true,4,2025-06-18 09:46:38.990552,51,2025-06-18 09:46:38.990552,프로그래머스,"",Lv.4,언어별 개발자 분류하기,https://school.programmers.co.kr/learn/courses/30/lessons/276036
true,4,2025-06-18 09:46:39.045366,52,2025-06-18 09:46:39.045366,프로그래머스,"",Lv.4,FrontEnd 개발자 찾기,https://school.programmers.co.kr/learn/courses/30/lessons/276035
true,2,2025-06-18 09:46:39.133617,53,2025-06-18 09:46:39.133617,프로그래머스,"",Lv.2,조건에 맞는 개발자 찾기,https://school.programmers.co.kr/learn/courses/30/lessons/276034
true,1,2025-06-18 09:46:39.191969,54,2025-06-18 09:46:39.191969,프로그래머스,"",Lv.1,Python 개발자 찾기,https://school.programmers.co.kr/learn/courses/30/lessons/276013
true,3,2025-06-18 09:46:39.237166,55,2025-06-18 09:46:39.237166,프로그래머스,"",Lv.3,업그레이드 할 수 없는 아이템 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/273712
true,2,2025-06-18 09:46:39.286381,56,2025-06-18 09:46:39.286381,프로그래머스,"",Lv.2,업그레이드 된 아이템 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/273711
true,2,2025-06-18 09:46:39.329078,57,2025-06-18 09:46:39.329078,프로그래머스,"",Lv.2,ROOT 아이템 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/273710
true,2,2025-06-18 09:46:39.377473,58,2025-06-18 09:46:39.377473,프로그래머스,"",Lv.2,조건에 맞는 아이템들의 가격의 총합 구하기,https://school.programmers.co.kr/learn/courses/30/lessons/273709
true,1,2025-06-18 09:46:39.428480,59,2025-06-18 09:46:39.428480,프로그래머스,"",Lv.1,가장 많이 받은 선물,https://school.programmers.co.kr/learn/courses/30/lessons/258712
true,2,2025-06-18 09:46:39.478372,60,2025-06-18 09:46:39.478372,프로그래머스,"",Lv.2,도넛과 막대 그래프,https://school.programmers.co.kr/learn/courses/30/lessons/258711
true,3,2025-06-18 09:46:41.189413,61,2025-06-18 09:46:41.189413,프로그래머스,"",Lv.3,주사위 고르기,https://school.programmers.co.kr/learn/courses/30/lessons/258709
true,3,2025-06-18 09:46:41.264719,62,2025-06-18 09:46:41.264719,프로그래머스,"",Lv.3,n + 1 카드게임,https://school.programmers.co.kr/learn/courses/30/lessons/258707
true,3,2025-06-18 09:46:41.319526,63,2025-06-18 09:46:41.319526,프로그래머스,"",Lv.3,산 모양 타일링,https://school.programmers.co.kr/learn/courses/30/lessons/258705
true,1,2025-06-18 09:46:41.364600,64,2025-06-18 09:46:41.364600,프로그래머스,"",Lv.1,[PCCP 기출문제] 1번 / 붕대 감기,https://school.programmers.co.kr/learn/courses/30/lessons/250137
true,2,2025-06-18 09:46:41.428907,65,2025-06-18 09:46:41.428907,프로그래머스,"",Lv.2,[PCCP 기출문제] 2번 / 석유 시추,https://school.programmers.co.kr/learn/courses/30/lessons/250136
true,2,2025-06-18 09:46:41.486509,66,2025-06-18 09:46:41.486509,프로그래머스,"",Lv.2,[PCCP 기출문제] 3번 / 아날로그 시계,https://school.programmers.co.kr/learn/courses/30/lessons/250135
true,3,2025-06-18 09:46:41.555436,67,2025-06-18 09:46:41.555436,프로그래머스,"",Lv.3,[PCCP 기출문제] 4번 / 수레 움직이기,https://school.programmers.co.kr/learn/courses/30/lessons/250134
true,0,2025-06-18 09:46:41.607290,68,2025-06-18 09:46:41.607290,프로그래머스,"",Lv.0,[PCCE 기출문제] 1번 / 출력,https://school.programmers.co.kr/learn/courses/30/lessons/250133
true,0,2025-06-18 09:46:41.678894,69,2025-06-18 09:46:41.678894,프로그래머스,"",Lv.0,[PCCE 기출문제] 2번 / 피타고라스의 정리,https://school.programmers.co.kr/learn/courses/30/lessons/250132
true,0,2025-06-18 09:46:41.727060,70,2025-06-18 09:46:41.727060,프로그래머스,"",Lv.0,[PCCE 기출문제] 3번 / 나이 계산,https://school.programmers.co.kr/learn/courses/30/lessons/250131
true,0,2025-06-18 09:46:41.797094,71,2025-06-18 09:46:41.797094,프로그래머스,"",Lv.0,[PCCE 기출문제] 4번 / 저축,https://school.programmers.co.kr/learn/courses/30/lessons/250130
true,0,2025-06-18 09:46:41.885175,72,2025-06-18 09:46:41.885175,프로그래머스,"",Lv.0,[PCCE 기출문제] 5번 / 산책,https://school.programmers.co.kr/learn/courses/30/lessons/250129
true,0,2025-06-18 09:46:41.943445,73,2025-06-18 09:46:41.943445,프로그래머스,"",Lv.0,[PCCE 기출문제] 6번 / 가채점,https://school.programmers.co.kr/learn/courses/30/lessons/250128
true,0,2025-06-18 09:46:42.008223,74,2025-06-18 09:46:42.008223,프로그래머스,"",Lv.0,[PCCE 기출문제] 7번 / 가습기,https://school.programmers.co.kr/learn/courses/30/lessons/250127
true,0,2025-06-18 09:46:42.066530,75,2025-06-18 09:46:42.066530,프로그래머스,"",Lv.0,[PCCE 기출문제] 8번 / 창고 정리,https://school.programmers.co.kr/learn/courses/30/lessons/250126
true,1,2025-06-18 09:46:42.114130,76,2025-06-18 09:46:42.114130,프로그래머스,"",Lv.1,[PCCE 기출문제] 9번 / 이웃한 칸,https://school.programmers.co.kr/learn/courses/30/lessons/250125
true,1,2025-06-18 09:46:42.163242,77,2025-06-18 09:46:42.163242,프로그래머스,"",Lv.1,[PCCE 기출문제] 10번 / 데이터 분석,https://school.programmers.co.kr/learn/courses/30/lessons/250121
true,5,2025-06-18 09:46:42.217604,78,2025-06-18 09:46:42.217604,프로그래머스,"",Lv.5,미로 주행 테스트,https://school.programmers.co.kr/learn/courses/30/lessons/214295
true,5,2025-06-18 09:46:42.276609,79,2025-06-18 09:46:42.276609,프로그래머스,"",Lv.5,빠른 이동,https://school.programmers.co.kr/learn/courses/30/lessons/214294
true,5,2025-06-18 09:46:42.332572,80,2025-06-18 09:46:42.332572,프로그래머스,"",Lv.5,중요한 도로,https://school.programmers.co.kr/learn/courses/30/lessons/214293
true,5,2025-06-18 09:46:43.994042,81,2025-06-18 09:46:43.994042,프로그래머스,"",Lv.5,재밌는 레이싱 경기장 설계하기,https://school.programmers.co.kr/learn/courses/30/lessons/214292
true,5,2025-06-18 09:46:44.050443,82,2025-06-18 09:46:44.050443,프로그래머스,"",Lv.5,집합과 쿼리,https://school.programmers.co.kr/learn/courses/30/lessons/214291
true,4,2025-06-18 09:46:44.097761,83,2025-06-18 09:46:44.097761,프로그래머스,"",Lv.4,경사로의 개수,https://school.programmers.co.kr/learn/courses/30/lessons/214290
true,3,2025-06-18 09:46:44.143277,84,2025-06-18 09:46:44.143277,프로그래머스,"",Lv.3,에어컨,https://school.programmers.co.kr/learn/courses/30/lessons/214289
true,3,2025-06-18 09:46:44.195162,85,2025-06-18 09:46:44.195162,프로그래머스,"",Lv.3,상담원 인원,https://school.programmers.co.kr/learn/courses/30/lessons/214288
true,0,2025-06-18 09:46:44.279834,86,2025-06-18 09:46:44.279834,프로그래머스,"",Lv.0,문자열 출력하기,https://school.programmers.co.kr/learn/courses/30/lessons/181952
true,0,2025-06-18 09:46:44.324531,87,2025-06-18 09:46:44.324531,프로그래머스,"",Lv.0,a와 b 출력하기,https://school.programmers.co.kr/learn/courses/30/lessons/181951
true,0,2025-06-18 09:46:44.365845,88,2025-06-18 09:46:44.365845,프로그래머스,"",Lv.0,문자열 반복해서 출력하기,https://school.programmers.co.kr/learn/courses/30/lessons/181950
true,0,2025-06-18 09:46:44.408133,89,2025-06-18 09:46:44.408133,프로그래머스,"",Lv.0,대소문자 바꿔서 출력하기,https://school.programmers.co.kr/learn/courses/30/lessons/181949
true,0,2025-06-18 09:46:44.451470,90,2025-06-18 09:46:44.451470,프로그래머스,"",Lv.0,특수문자 출력하기,https://school.programmers.co.kr/learn/courses/30/lessons/181948
true,0,2025-06-18 09:46:44.500032,91,2025-06-18 09:46:44.500032,프로그래머스,"",Lv.0,덧셈식 출력하기,https://school.programmers.co.kr/learn/courses/30/lessons/181947
true,0,2025-06-18 09:46:44.573480,92,2025-06-18 09:46:44.573480,프로그래머스,"",Lv.0,문자열 붙여서 출력하기,https://school.programmers.co.kr/learn/courses/30/lessons/181946
true,0,2025-06-18 09:46:44.636726,93,2025-06-18 09:46:44.636726,프로그래머스,"",Lv.0,문자열 돌리기,https://school.programmers.co.kr/learn/courses/30/lessons/181945
true,0,2025-06-18 09:46:44.683457,94,2025-06-18 09:46:44.683457,프로그래머스,"",Lv.0,홀짝 구분하기,https://school.programmers.co.kr/learn/courses/30/lessons/181944
true,0,2025-06-18 09:46:44.740115,95,2025-06-18 09:46:44.740115,프로그래머스,"",Lv.0,문자열 겹쳐쓰기,https://school.programmers.co.kr/learn/courses/30/lessons/181943
true,0,2025-06-18 09:46:44.820962,96,2025-06-18 09:46:44.820962,프로그래머스,"",Lv.0,문자열 섞기,https://school.programmers.co.kr/learn/courses/30/lessons/181942
true,0,2025-06-18 09:46:44.920224,97,2025-06-18 09:46:44.920224,프로그래머스,"",Lv.0,문자 리스트를 문자열로 변환하기,https://school.programmers.co.kr/learn/courses/30/lessons/181941
true,0,2025-06-18 09:46:45.003151,98,2025-06-18 09:46:45.003151,프로그래머스,"",Lv.0,문자열 곱하기,https://school.programmers.co.kr/learn/courses/30/lessons/181940
true,0,2025-06-18 09:46:45.089244,99,2025-06-18 09:46:45.089244,프로그래머스,"",Lv.0,더 크게 합치기,https://school.programmers.co.kr/learn/courses/30/lessons/181939
true,0,2025-06-18 09:46:45.200967,100,2025-06-18 09:46:45.200967,프로그래머스,"",Lv.0,두 수의 연산값 비교하기,https://school.programmers.co.kr/learn/courses/30/lessons/181938
true,0,2025-06-18 09:46:46.610247,101,2025-06-18 09:46:46.610247,프로그래머스,"",Lv.0,n의 배수,https://school.programmers.co.kr/learn/courses/30/lessons/181937
true,0,2025-06-18 09:46:46.692308,102,2025-06-18 09:46:46.692308,프로그래머스,"",Lv.0,공배수,https://school.programmers.co.kr/learn/courses/30/lessons/181936
true,0,2025-06-18 09:46:46.763195,103,2025-06-18 09:46:46.763195,프로그래머스,"",Lv.0,홀짝에 따라 다른 값 반환하기,https://school.programmers.co.kr/learn/courses/30/lessons/181935
true,0,2025-06-18 09:46:46.842587,104,2025-06-18 09:46:46.842587,프로그래머스,"",Lv.0,조건 문자열,https://school.programmers.co.kr/learn/courses/30/lessons/181934
true,0,2025-06-18 09:46:46.908171,105,2025-06-18 09:46:46.908171,프로그래머스,"",Lv.0,flag에 따라 다른 값 반환하기,https://school.programmers.co.kr/learn/courses/30/lessons/181933
true,0,2025-06-18 09:46:46.975407,106,2025-06-18 09:46:46.975407,프로그래머스,"",Lv.0,코드 처리하기,https://school.programmers.co.kr/learn/courses/30/lessons/181932
true,0,2025-06-18 09:46:47.037540,107,2025-06-18 09:46:47.037540,프로그래머스,"",Lv.0,등차수열의 특정한 항만 더하기,https://school.programmers.co.kr/learn/courses/30/lessons/181931
true,0,2025-06-18 09:46:47.103434,108,2025-06-18 09:46:47.103434,프로그래머스,"",Lv.0,주사위 게임 2,https://school.programmers.co.kr/learn/courses/30/lessons/181930
true,0,2025-06-18 09:46:47.178217,109,2025-06-18 09:46:47.178217,프로그래머스,"",Lv.0,원소들의 곱과 합,https://school.programmers.co.kr/learn/courses/30/lessons/181929
true,0,2025-06-18 09:46:47.273481,110,2025-06-18 09:46:47.273481,프로그래머스,"",Lv.0,이어 붙인 수,https://school.programmers.co.kr/learn/courses/30/lessons/181928
true,0,2025-06-18 09:46:47.343265,111,2025-06-18 09:46:47.343265,프로그래머스,"",Lv.0,마지막 두 원소,https://school.programmers.co.kr/learn/courses/30/lessons/181927
true,0,2025-06-18 09:46:47.423432,112,2025-06-18 09:46:47.423432,프로그래머스,"",Lv.0,수 조작하기 1,https://school.programmers.co.kr/learn/courses/30/lessons/181926
true,0,2025-06-18 09:46:47.498294,113,2025-06-18 09:46:47.498294,프로그래머스,"",Lv.0,수 조작하기 2,https://school.programmers.co.kr/learn/courses/30/lessons/181925
true,0,2025-06-18 09:46:47.548350,114,2025-06-18 09:46:47.548350,프로그래머스,"",Lv.0,수열과 구간 쿼리 3,https://school.programmers.co.kr/learn/courses/30/lessons/181924
true,0,2025-06-18 09:46:47.614385,115,2025-06-18 09:46:47.614385,프로그래머스,"",Lv.0,수열과 구간 쿼리 2,https://school.programmers.co.kr/learn/courses/30/lessons/181923
true,0,2025-06-18 09:46:47.656489,116,2025-06-18 09:46:47.656489,프로그래머스,"",Lv.0,수열과 구간 쿼리 4,https://school.programmers.co.kr/learn/courses/30/lessons/181922
true,0,2025-06-18 09:46:47.701596,117,2025-06-18 09:46:47.701596,프로그래머스,"",Lv.0,배열 만들기 2,https://school.programmers.co.kr/learn/courses/30/lessons/181921
true,0,2025-06-18 09:46:47.771245,118,2025-06-18 09:46:47.771245,프로그래머스,"",Lv.0,카운트 업,https://school.programmers.co.kr/learn/courses/30/lessons/181920
true,0,2025-06-18 09:46:47.862457,119,2025-06-18 09:46:47.862457,프로그래머스,"",Lv.0,콜라츠 수열 만들기,https://school.programmers.co.kr/learn/courses/30/lessons/181919
true,0,2025-06-18 09:46:47.955889,120,2025-06-18 09:46:47.955889,프로그래머스,"",Lv.0,배열 만들기 4,https://school.programmers.co.kr/learn/courses/30/lessons/181918
true,0,2025-06-18 09:46:49.850762,121,2025-06-18 09:46:49.850762,프로그래머스,"",Lv.0,간단한 논리 연산,https://school.programmers.co.kr/learn/courses/30/lessons/181917
true,0,2025-06-18 09:46:49.965767,122,2025-06-18 09:46:49.965767,프로그래머스,"",Lv.0,주사위 게임 3,https://school.programmers.co.kr/learn/courses/30/lessons/181916
true,0,2025-06-18 09:46:50.060313,123,2025-06-18 09:46:50.060313,프로그래머스,"",Lv.0,글자 이어 붙여 문자열 만들기,https://school.programmers.co.kr/learn/courses/30/lessons/181915
true,0,2025-06-18 09:46:50.154196,124,2025-06-18 09:46:50.154196,프로그래머스,"",Lv.0,9로 나눈 나머지,https://school.programmers.co.kr/learn/courses/30/lessons/181914
true,0,2025-06-18 09:46:50.237491,125,2025-06-18 09:46:50.237491,프로그래머스,"",Lv.0,문자열 여러 번 뒤집기,https://school.programmers.co.kr/learn/courses/30/lessons/181913
true,0,2025-06-18 09:46:50.318439,126,2025-06-18 09:46:50.318439,프로그래머스,"",Lv.0,배열 만들기 5,https://school.programmers.co.kr/learn/courses/30/lessons/181912
true,0,2025-06-18 09:46:50.389843,127,2025-06-18 09:46:50.389843,프로그래머스,"",Lv.0,부분 문자열 이어 붙여 문자열 만들기,https://school.programmers.co.kr/learn/courses/30/lessons/181911
true,0,2025-06-18 09:46:50.502609,128,2025-06-18 09:46:50.502609,프로그래머스,"",Lv.0,문자열의 뒤의 n글자,https://school.programmers.co.kr/learn/courses/30/lessons/181910
true,0,2025-06-18 09:46:50.616164,129,2025-06-18 09:46:50.616164,프로그래머스,"",Lv.0,접미사 배열,https://school.programmers.co.kr/learn/courses/30/lessons/181909
true,0,2025-06-18 09:46:50.702417,130,2025-06-18 09:46:50.702417,프로그래머스,"",Lv.0,접미사인지 확인하기,https://school.programmers.co.kr/learn/courses/30/lessons/181908
true,0,2025-06-18 09:46:50.796586,131,2025-06-18 09:46:50.796586,프로그래머스,"",Lv.0,문자열의 앞의 n글자,https://school.programmers.co.kr/learn/courses/30/lessons/181907
true,0,2025-06-18 09:46:50.895141,132,2025-06-18 09:46:50.895141,프로그래머스,"",Lv.0,접두사인지 확인하기,https://school.programmers.co.kr/learn/courses/30/lessons/181906
true,0,2025-06-18 09:46:50.936404,133,2025-06-18 09:46:50.936404,프로그래머스,"",Lv.0,문자열 뒤집기,https://school.programmers.co.kr/learn/courses/30/lessons/181905
true,0,2025-06-18 09:46:50.974623,134,2025-06-18 09:46:50.974623,프로그래머스,"",Lv.0,세로 읽기,https://school.programmers.co.kr/learn/courses/30/lessons/181904
true,0,2025-06-18 09:46:51.006360,135,2025-06-18 09:46:51.006360,프로그래머스,"",Lv.0,qr code,https://school.programmers.co.kr/learn/courses/30/lessons/181903
true,0,2025-06-18 09:46:51.042355,136,2025-06-18 09:46:51.042355,프로그래머스,"",Lv.0,문자 개수 세기,https://school.programmers.co.kr/learn/courses/30/lessons/181902
true,0,2025-06-18 09:46:51.126595,137,2025-06-18 09:46:51.126595,프로그래머스,"",Lv.0,배열 만들기 1,https://school.programmers.co.kr/learn/courses/30/lessons/181901
true,0,2025-06-18 09:46:51.165682,138,2025-06-18 09:46:51.165682,프로그래머스,"",Lv.0,글자 지우기,https://school.programmers.co.kr/learn/courses/30/lessons/181900
true,0,2025-06-18 09:46:51.203509,139,2025-06-18 09:46:51.203509,프로그래머스,"",Lv.0,카운트 다운,https://school.programmers.co.kr/learn/courses/30/lessons/181899
true,0,2025-06-18 09:46:51.261575,140,2025-06-18 09:46:51.261575,프로그래머스,"",Lv.0,가까운 1 찾기,https://school.programmers.co.kr/learn/courses/30/lessons/181898
true,0,2025-06-18 09:46:52.913406,141,2025-06-18 09:46:52.913406,프로그래머스,"",Lv.0,리스트 자르기,https://school.programmers.co.kr/learn/courses/30/lessons/181897
true,0,2025-06-18 09:46:52.960320,142,2025-06-18 09:46:52.960320,프로그래머스,"",Lv.0,첫 번째로 나오는 음수,https://school.programmers.co.kr/learn/courses/30/lessons/181896
true,0,2025-06-18 09:46:53.002865,143,2025-06-18 09:46:53.002865,프로그래머스,"",Lv.0,배열 만들기 3,https://school.programmers.co.kr/learn/courses/30/lessons/181895
true,0,2025-06-18 09:46:53.046419,144,2025-06-18 09:46:53.046419,프로그래머스,"",Lv.0,2의 영역,https://school.programmers.co.kr/learn/courses/30/lessons/181894
true,0,2025-06-18 09:46:53.093526,145,2025-06-18 09:46:53.093526,프로그래머스,"",Lv.0,배열 조각하기,https://school.programmers.co.kr/learn/courses/30/lessons/181893
